,身高,体重,性别,年龄,学历,受教育时间(年),每周工作时长,职业
572,152.66,71.71,男,17,高中,7,12,销售
573,153.42,46.01,男,37,博士,11,40,销售
574,146.05,57.86,女,27,博士,16,70,教育
575,155.11,60.88,男,29,硕士,13,40,教育
576,160.32,69.22,男,18,高中,8,25,教育
577,167.23,84.6,女,36,博士,12,35,销售
578,161.55,61.46,女,58,硕士,13,40,教育
579,151.75,57.84,男,26,本科,10,45,教育
580,149.43,62.48,男,65,本科,10,30,教育
581,165.67,74.39,男,57,高中,9,40,销售
582,156.66,62.01,男,59,高中,9,40,销售
583,160.44,47.03,男,27,高中,9,40,服务
584,164.96,49.84,男,31,硕士,13,40,服务
585,162.96,74.57,女,21,本科,10,24,销售
586,164.34,71.15,男,29,本科,10,60,教育
587,158.5,75.79,男,18,高中,7,40,教育
588,161.37,62.96,男,52,高中,6,47,教育
589,159.54,48.61,男,57,硕士,13,80,教育
590,159.61,60.6,男,42,高中,9,40,教育
591,157.29,54.05,女,55,高中,9,40,教育
592,162.39,66.5,男,60,初中及以下,4,48,服务
593,161.62,82.67,男,31,硕士,13,40,教育
594,160.19,70.22,女,23,硕士,13,40,教育
595,164.51,61.72,男,27,高中,9,40,销售
596,155.7,46.89,女,23,本科,10,25,销售
597,157.19,64.83,男,42,硕士,15,50,教育
598,153.01,49.05,男,25,本科,10,40,服务
599,150.73,51.07,女,49,硕士,13,45,教育
600,149.17,67.44,男,32,硕士,13,40,服务
601,153.51,56.5,男,19,本科,10,28,教育
602,164.12,60.86,女,60,初中及以下,4,40,教育
603,160.54,75.22,男,42,高中,5,40,教育
604,162.04,67.52,男,35,博士,12,40,教育
605,164.91,75.76,女,48,高中,9,37,教育
606,157.62,78.0,男,51,硕士,14,40,教育
607,165.1,50.56,男,29,高中,9,40,教育
608,162.41,62.27,男,36,高中,9,40,教育
609,157.99,75.24,女,17,高中,6,21,教育
610,161.56,70.11,女,52,硕士,14,60,教育
611,146.21,59.92,男,24,高中,9,40,教育
612,162.36,73.33,男,24,高中,9,50,服务
613,161.21,53.68,男,26,硕士,13,40,教育
614,162.88,78.36,女,27,硕士,13,20,教育
615,157.28,47.35,男,39,高中,9,60,服务
616,151.04,61.34,男,30,高中,9,45,服务
617,155.77,67.93,男,50,高中,9,32,教育
618,153.35,56.73,男,52,硕士,13,55,销售
619,166.19,67.27,男,46,硕士,15,45,教育
620,159.17,47.44,女,23,硕士,13,20,销售
621,163.46,73.47,女,45,高中,7,20,销售
622,160.92,48.73,女,65,高中,5,24,销售
623,159.3,60.24,男,29,博士,11,55,服务
624,168.89,74.27,男,47,高中,5,40,服务
625,158.1,79.59,男,30,高中,9,60,服务
626,137.69,47.14,男,34,高中,9,45,销售
627,163.25,58.45,男,38,高中,9,64,销售
628,171.32,65.31,男,33,本科,10,40,教育
629,162.49,73.85,男,49,硕士,13,26,销售
630,150.66,72.46,女,47,本科,10,40,销售
631,162.04,73.38,女,49,高中,6,40,销售
632,152.99,47.41,男,43,本科,10,60,销售
633,167.96,71.58,女,30,硕士,13,40,教育
634,156.95,77.67,男,58,高中,9,60,教育
635,155.82,47.52,女,19,高中,9,14,教育
636,148.94,42.92,男,21,硕士,13,40,服务
637,150.17,42.98,男,33,硕士,13,60,教育
638,161.51,61.56,男,47,初中及以下,3,50,服务
639,161.72,76.56,男,52,博士,16,60,教育
640,162.68,58.1,男,26,高中,9,55,教育
641,156.02,54.06,男,60,高中,9,40,教育
642,155.86,62.37,男,21,本科,10,40,服务
643,150.56,70.89,男,36,本科,10,50,销售
644,150.01,57.88,男,31,本科,10,45,销售
645,148.57,56.01,男,50,博士,16,40,教育
646,168.15,56.19,女,31,高中,9,40,教育
647,160.26,63.1,男,71,高中,9,15,教育
648,166.18,54.95,男,58,高中,9,50,教育
649,164.55,78.5,男,30,硕士,13,40,服务
650,148.74,51.13,男,20,本科,10,20,服务
651,153.54,73.29,男,24,高中,9,50,教育
652,151.72,47.8,男,35,博士,16,40,教育
653,153.26,69.26,女,38,本科,10,45,教育
654,153.97,72.7,女,27,高中,9,32,服务
655,161.93,78.05,女,29,本科,10,40,教育
656,161.74,74.87,女,70,高中,5,15,教育
657,156.92,63.73,男,34,高中,9,45,教育
658,151.13,46.0,男,44,初中及以下,4,35,教育
659,152.68,68.54,男,43,高中,9,40,服务
660,157.89,77.78,男,44,高中,8,40,服务
661,165.93,59.88,男,35,硕士,14,60,销售
662,159.19,50.75,男,27,本科,10,40,教育
663,150.68,41.9,男,43,硕士,14,38,教育
664,152.72,51.91,女,20,本科,10,25,销售
665,165.12,85.35,女,42,博士,12,40,教育
666,157.01,64.18,男,27,本科,10,40,服务
667,162.18,65.85,男,42,高中,9,40,服务
668,153.6,71.32,女,20,高中,7,40,服务
669,155.52,44.52,男,24,高中,5,40,服务
670,155.79,74.94,男,48,本科,10,40,教育
671,169.96,87.19,女,17,高中,7,20,教育
672,149.83,49.71,男,17,高中,7,10,教育
673,158.06,46.23,男,33,硕士,13,40,教育
674,149.03,52.42,男,50,高中,9,50,销售
675,143.29,38.74,女,22,高中,9,40,销售
676,156.6,69.63,男,17,高中,8,16,销售
677,166.31,79.9,男,32,本科,10,40,教育
678,155.62,55.01,男,31,高中,9,45,教育
679,164.4,72.96,男,58,高中,9,50,教育
680,140.31,50.43,男,29,高中,9,48,教育
681,149.41,50.57,男,37,博士,11,40,教育
682,161.37,64.1,男,34,高中,9,40,教育
683,160.0,47.33,男,23,本科,10,40,教育
684,162.56,47.64,女,18,高中,7,5,教育
685,157.53,57.23,女,34,高中,9,40,教育
686,160.09,74.05,男,66,初中及以下,4,4,教育
687,156.55,54.73,女,45,硕士,13,55,教育
688,154.23,75.54,男,41,硕士,14,35,教育
689,162.61,52.32,男,26,高中,9,30,教育
690,155.1,52.3,男,54,本科,10,40,教育
691,174.12,73.87,女,24,本科,10,45,服务
692,166.57,85.28,男,42,本科,10,50,教育
693,147.61,61.9,男,20,本科,10,20,教育
694,168.3,64.18,女,23,硕士,13,20,服务
695,166.91,83.11,男,25,博士,12,45,服务
696,158.92,58.5,男,35,硕士,14,60,教育
697,158.09,73.24,男,31,硕士,14,40,服务
698,154.66,48.7,女,30,硕士,13,40,教育
699,159.59,79.59,女,19,高中,9,20,销售
700,154.77,57.36,男,36,硕士,13,50,教育
701,162.96,77.43,女,31,硕士,13,40,销售
702,154.98,64.07,男,21,本科,10,30,服务
703,165.81,62.75,男,31,本科,10,40,服务
704,165.25,70.04,女,46,博士,16,65,教育
705,160.22,62.9,女,44,硕士,13,50,教育
706,156.31,56.27,男,40,高中,8,40,教育
707,168.24,70.1,男,45,本科,10,40,销售
708,158.46,47.07,男,60,高中,9,35,销售
709,165.5,62.02,男,18,高中,7,25,销售
710,157.3,46.23,男,28,硕士,13,40,教育
711,162.49,72.81,女,36,本科,10,40,教育
712,158.55,46.76,男,36,硕士,13,40,教育
713,154.45,66.62,男,40,博士,11,40,服务
714,161.28,81.4,女,36,硕士,13,35,教育
715,154.48,69.75,女,31,高中,9,40,教育
716,158.63,57.53,男,33,高中,9,40,服务
717,150.4,44.95,女,19,高中,9,40,服务
718,145.94,50.65,女,22,本科,10,15,销售
719,156.32,59.98,男,34,硕士,13,45,教育
720,159.71,79.87,男,33,高中,9,40,教育
721,154.39,53.42,男,41,高中,9,60,教育
722,152.12,55.74,男,29,硕士,13,40,教育
723,154.45,74.79,男,50,高中,9,42,教育
724,157.72,71.56,男,42,硕士,13,45,教育
725,156.13,73.53,男,43,硕士,13,40,教育
726,151.59,71.75,女,44,高中,9,40,销售
727,154.7,69.43,女,20,本科,10,20,销售
728,146.17,58.89,男,31,高中,9,40,销售
729,163.66,70.11,男,65,高中,7,59,教育
730,157.48,67.22,女,23,本科,10,24,教育
731,169.44,69.82,女,55,本科,10,40,教育
732,157.5,69.59,男,26,博士,11,45,教育
733,153.18,45.22,女,25,博士,11,15,教育
734,160.0,56.48,女,45,本科,10,40,教育
735,171.93,72.69,男,35,本科,10,40,教育
736,155.97,64.51,女,36,本科,10,36,销售
737,163.02,77.09,男,43,硕士,13,50,教育
738,161.95,56.87,女,56,高中,9,20,教育
739,175.53,71.86,男,42,硕士,13,40,服务
740,152.9,72.4,女,19,本科,10,25,服务
741,150.01,54.81,男,55,高中,9,72,服务
742,151.16,56.14,女,42,硕士,14,50,教育
743,147.66,42.26,男,26,博士,11,40,服务
744,162.83,70.42,男,17,高中,8,20,服务
745,167.91,86.13,女,42,硕士,13,40,教育
746,170.63,65.62,男,55,高中,9,40,服务
747,169.73,55.73,女,32,本科,10,40,教育
748,156.48,58.5,男,29,高中,7,40,教育
749,156.22,56.69,男,46,硕士,13,37,教育
750,158.04,57.79,男,29,硕士,13,40,教育
751,152.89,52.12,男,22,硕士,13,20,教育
752,162.48,68.33,男,58,高中,6,40,教育
753,168.32,76.42,男,23,高中,9,50,服务
754,157.67,72.01,男,39,高中,9,40,服务
755,160.84,72.65,男,27,博士,11,38,服务
756,154.12,63.66,男,54,高中,9,40,服务
757,156.62,69.16,女,33,硕士,13,45,教育
758,158.41,58.34,女,46,高中,9,40,教育
759,154.3,43.14,男,37,高中,9,40,教育
760,176.26,67.36,女,36,高中,9,18,教育
761,148.73,65.52,女,59,高中,9,38,教育
762,161.54,51.84,男,34,高中,9,40,教育
763,157.9,72.97,男,53,博士,16,70,教育
764,151.33,41.73,男,51,硕士,13,55,销售
765,149.49,60.55,女,32,高中,6,42,销售
766,156.78,74.56,男,31,本科,10,40,销售
767,148.41,52.59,女,22,本科,10,30,销售
768,154.94,43.71,女,47,硕士,13,50,销售
769,157.91,76.58,男,32,高中,9,40,服务
770,161.5,49.18,女,26,本科,10,38,服务
771,166.15,64.23,男,37,初中及以下,3,32,服务
772,140.61,44.88,男,31,高中,9,55,服务
773,152.81,66.11,女,37,博士,11,24,服务
774,158.01,78.84,男,55,高中,9,38,销售
775,155.5,58.56,男,23,博士,11,56,服务
776,152.03,73.88,女,36,本科,10,40,教育
777,171.42,89.26,男,34,硕士,14,40,教育
778,149.11,54.28,男,43,硕士,13,50,销售
779,155.5,62.09,男,54,本科,10,40,服务
780,157.95,57.51,男,43,本科,10,40,服务
781,159.0,60.73,女,28,博士,11,42,服务
782,144.55,40.87,男,40,博士,11,50,教育
783,146.53,64.89,男,41,本科,10,60,教育
784,163.7,73.59,女,40,硕士,13,55,销售
785,154.23,43.41,女,42,本科,10,38,教育
786,155.94,46.52,男,61,高中,9,50,教育
787,147.35,40.78,男,18,高中,8,30,服务
788,152.56,48.7,男,59,高中,9,16,服务
789,152.54,56.38,女,21,高中,9,40,服务
790,163.14,67.7,男,48,博士,11,50,服务
791,149.82,44.46,男,41,硕士,13,40,服务
792,159.4,52.86,男,18,本科,10,33,服务
793,160.09,62.08,女,23,高中,9,40,销售
794,158.09,74.94,男,60,高中,9,60,服务
795,168.12,59.24,男,22,本科,10,20,服务
796,150.8,64.59,男,61,高中,9,40,服务
797,162.78,80.11,男,25,高中,9,40,服务
798,149.23,50.33,男,46,硕士,14,35,服务
799,165.88,71.27,男,43,硕士,13,40,教育
800,151.38,46.21,男,43,博士,12,40,教育
801,150.74,54.62,男,24,高中,9,30,教育
802,159.0,63.47,男,68,高中,7,20,教育
803,165.79,59.54,女,31,高中,9,38,教育
804,152.86,71.6,女,17,高中,7,20,销售
805,155.27,74.54,男,32,高中,9,48,销售
806,154.22,45.47,男,50,硕士,14,40,销售
807,169.68,88.17,男,33,硕士,13,47,教育
808,156.73,66.21,男,64,硕士,13,40,教育
809,144.96,56.36,男,20,高中,9,30,服务
810,154.95,64.42,女,30,高中,9,36,服务
811,153.65,74.02,男,22,本科,10,40,服务
812,159.11,62.92,男,43,本科,10,45,教育
813,161.45,56.47,男,22,本科,10,40,教育
814,156.56,61.67,男,17,高中,6,20,教育
815,167.49,86.52,女,47,高中,9,75,教育
816,154.22,64.11,女,41,博士,11,60,教育
817,159.84,62.45,男,56,本科,10,50,教育
818,154.2,60.41,男,64,高中,9,45,服务
819,154.71,67.43,男,47,高中,9,50,服务
820,151.14,46.23,男,48,博士,11,40,教育
821,146.83,53.96,女,31,硕士,14,46,教育
822,157.15,66.37,男,29,博士,11,40,服务
823,156.0,46.32,女,30,高中,9,40,教育
824,165.22,66.84,男,32,高中,9,60,教育
825,155.24,52.52,男,57,高中,9,42,服务
826,148.24,55.72,女,62,高中,9,40,服务
827,163.9,69.05,女,39,高中,9,24,服务
828,162.2,49.57,男,43,本科,10,25,教育
829,163.17,69.44,男,24,硕士,13,40,销售
830,152.07,66.25,男,42,高中,7,15,销售
831,152.86,69.73,女,53,本科,10,40,教育
832,151.42,58.37,男,26,本科,10,40,服务
833,156.69,44.65,男,73,高中,9,40,教育
834,155.28,55.18,女,72,高中,7,24,教育
835,167.11,53.76,男,55,高中,9,40,服务
836,166.32,83.73,男,25,高中,9,40,教育
837,158.27,78.54,女,41,硕士,13,50,教育
838,162.29,73.96,男,24,硕士,13,50,教育
839,158.14,47.31,男,63,高中,9,6,教育
840,159.91,69.08,男,17,高中,7,20,销售
841,141.84,43.15,男,35,本科,10,50,销售
842,156.95,49.75,男,51,本科,10,40,教育
843,144.86,55.57,女,62,硕士,13,48,教育
844,167.93,72.0,男,55,高中,9,40,教育
845,162.57,75.09,男,43,本科,10,40,教育
846,168.88,78.4,女,40,高中,9,50,教育
847,164.08,49.75,男,37,硕士,13,45,教育
848,157.81,55.71,男,39,硕士,13,40,教育
849,144.56,66.18,男,31,高中,9,18,教育
850,161.45,79.7,女,61,硕士,14,40,教育
851,163.17,57.65,女,26,博士,11,55,教育
852,157.13,59.44,男,46,高中,9,50,销售
853,156.3,74.35,女,26,硕士,13,40,教育
854,162.52,64.44,男,48,博士,16,50,教育
855,164.94,84.72,男,34,高中,9,40,服务
856,152.34,65.09,女,34,高中,9,40,教育
857,157.34,46.59,男,59,高中,9,40,教育
858,160.83,56.83,女,34,硕士,13,40,教育
859,171.0,68.82,女,49,硕士,13,56,教育
860,158.42,65.05,女,18,高中,7,20,教育
861,162.21,60.14,男,43,高中,9,40,教育
862,160.82,63.54,男,48,高中,7,50,教育
863,165.26,68.01,男,28,本科,10,70,教育
864,168.46,64.5,男,33,高中,9,40,服务
865,159.47,55.39,女,24,本科,10,15,销售
866,154.75,75.27,男,21,高中,6,40,服务
867,152.98,62.66,男,17,高中,7,28,销售
868,144.83,61.82,男,39,本科,10,50,销售
869,161.77,73.7,男,29,硕士,13,40,教育
870,170.61,63.15,男,44,硕士,13,40,教育
871,156.08,64.58,男,24,本科,10,50,服务
872,156.55,64.96,男,71,硕士,14,40,销售
873,155.36,51.33,男,51,硕士,13,40,销售
874,157.42,70.46,男,55,初中及以下,3,25,销售
875,160.55,66.53,男,41,硕士,13,60,教育
876,163.51,71.38,女,23,高中,9,7,服务
877,162.37,61.8,女,38,博士,11,40,教育
878,163.29,63.16,男,39,高中,9,40,服务
879,158.19,70.22,女,19,高中,9,30,教育
880,165.74,55.92,女,49,高中,5,40,服务
881,156.53,74.12,男,32,硕士,13,40,教育
882,166.25,52.61,男,27,高中,9,70,教育
883,160.1,76.5,男,38,硕士,13,50,销售
884,164.53,82.89,女,33,本科,10,60,销售
885,144.51,39.5,男,63,本科,10,15,销售
886,158.11,75.27,男,23,硕士,13,28,教育
887,154.86,56.13,男,33,本科,10,60,教育
888,149.24,57.05,男,54,高中,9,40,销售
889,161.9,67.04,女,29,博士,11,45,服务
890,160.11,48.52,女,48,本科,10,30,服务
891,162.99,75.98,男,35,硕士,13,40,教育
892,160.59,78.94,女,28,博士,11,40,教育
893,155.64,51.27,男,37,硕士,13,50,教育
894,162.0,70.56,男,42,硕士,15,65,教育
895,152.88,52.84,男,40,硕士,14,40,教育
896,154.42,42.93,男,47,本科,10,55,销售
897,155.83,56.65,女,22,硕士,13,50,教育
898,147.76,57.65,男,30,硕士,13,45,教育
899,152.61,61.24,男,28,高中,9,40,服务
900,156.05,50.11,男,63,初中及以下,4,55,服务
901,151.18,55.41,男,51,高中,5,20,服务
902,157.34,78.8,女,22,高中,9,40,服务
903,157.64,78.64,男,27,博士,12,40,服务
904,155.35,58.46,男,35,高中,9,45,销售
905,162.79,59.32,女,46,高中,9,38,服务
906,152.97,61.18,男,37,本科,10,52,服务
907,171.34,73.18,男,24,硕士,13,15,教育
908,164.87,78.58,男,37,高中,9,10,服务
909,158.56,62.87,男,53,本科,10,40,服务
910,155.31,51.32,男,27,高中,9,30,销售
911,165.87,62.97,男,38,本科,10,44,销售
912,155.82,73.66,男,53,高中,6,60,销售
913,160.07,57.29,男,34,本科,10,40,销售
914,172.07,82.3,男,23,高中,9,40,销售
915,155.95,59.27,男,39,硕士,13,45,教育
916,165.91,56.85,女,43,硕士,14,50,教育
917,155.5,77.37,男,67,高中,9,40,教育
918,167.63,63.26,男,81,高中,9,30,教育
919,159.11,59.27,男,21,本科,10,20,教育
920,160.3,81.89,男,23,本科,10,25,销售
921,164.88,83.4,男,25,本科,10,40,服务
922,164.94,79.24,女,42,初中及以下,3,38,服务
923,149.19,52.17,女,38,本科,10,40,教育
924,154.66,53.76,男,64,高中,9,5,教育
925,162.23,78.8,男,32,高中,9,40,服务
926,151.5,57.56,男,37,高中,9,40,服务
927,156.51,54.94,男,51,硕士,14,60,教育
928,170.73,87.76,女,22,本科,10,42,销售
929,161.54,72.05,女,33,初中及以下,2,40,销售
930,162.25,66.57,男,42,高中,9,55,服务
931,162.87,74.79,女,19,本科,10,10,服务
932,160.17,74.77,男,51,初中及以下,1,40,服务
933,164.87,79.6,女,23,高中,9,40,教育
934,160.45,75.2,男,37,高中,7,44,服务
935,155.68,73.81,男,37,高中,9,99,服务
936,160.11,57.93,女,47,硕士,14,25,教育
937,166.69,59.03,男,41,硕士,15,40,教育
938,152.52,59.84,男,33,高中,9,30,教育
939,165.58,65.91,男,31,硕士,13,40,销售
940,166.76,75.8,女,31,博士,12,40,销售
941,153.16,46.04,男,35,高中,9,40,服务
942,156.49,51.29,男,38,高中,9,40,教育
943,160.06,47.82,女,18,高中,9,45,教育
944,154.73,47.54,男,20,高中,9,40,服务
945,165.27,71.92,女,54,本科,10,35,教育
946,156.99,63.38,女,40,本科,10,40,教育
947,147.31,57.39,女,36,硕士,13,45,教育
948,150.73,53.9,男,43,本科,10,35,教育
949,161.08,54.69,男,44,本科,10,40,教育
950,169.24,87.5,女,44,高中,9,40,教育
951,166.46,57.66,男,43,硕士,14,43,教育
952,155.81,64.33,女,51,初中及以下,4,40,教育
953,151.92,61.99,女,18,高中,9,20,教育
954,150.33,60.21,男,51,本科,10,40,教育
955,155.21,48.06,男,41,高中,6,30,教育
956,172.3,86.25,男,44,本科,10,70,销售
957,162.27,73.99,男,33,高中,6,40,服务
958,161.25,78.18,男,33,硕士,13,40,教育
959,151.2,62.1,男,42,博士,12,40,教育
960,163.77,73.51,男,25,本科,10,45,教育
961,167.96,78.76,女,32,高中,9,38,服务
962,151.22,49.2,男,32,硕士,13,70,服务
963,151.66,61.14,女,36,高中,6,40,教育
964,157.99,76.83,男,28,高中,9,40,服务
965,165.96,76.94,女,20,高中,9,20,服务
966,165.27,82.8,男,35,本科,10,60,销售
967,155.3,50.84,男,55,高中,9,20,销售
968,157.63,48.66,男,48,硕士,13,40,教育
969,159.83,68.25,女,36,博士,11,20,教育
970,164.68,55.43,男,34,高中,9,35,教育
971,155.33,47.21,女,28,硕士,13,35,服务
972,158.18,62.63,男,67,硕士,13,40,教育
973,168.67,82.05,男,37,高中,9,40,教育
974,161.14,70.66,男,44,高中,9,70,服务
975,150.71,44.53,女,25,本科,10,40,销售
976,158.75,62.47,女,21,本科,10,40,教育
977,162.73,70.56,男,40,硕士,14,35,教育
978,150.91,43.55,女,78,高中,9,40,教育
979,165.24,66.15,男,34,高中,9,40,服务
980,167.4,53.06,女,49,高中,9,44,教育
981,163.55,73.55,女,22,博士,12,40,教育
982,165.66,76.96,女,23,高中,9,40,教育
983,168.41,55.72,男,60,高中,9,42,教育
984,154.7,69.02,男,45,高中,9,40,教育
985,157.7,49.57,女,63,博士,11,20,教育
986,147.4,67.11,女,41,高中,9,35,教育
987,170.35,53.63,女,47,高中,9,40,教育
988,155.93,74.45,男,44,高中,9,40,教育
989,162.61,62.97,女,51,本科,10,40,教育
990,164.84,77.29,男,46,硕士,13,40,销售
991,153.46,70.45,男,41,博士,11,40,服务
992,157.5,62.76,男,50,高中,9,30,服务
993,154.64,64.35,男,47,高中,9,50,教育
994,155.0,54.79,男,35,高中,9,45,教育
995,156.31,49.68,男,56,高中,9,55,教育
996,156.67,53.68,男,45,硕士,14,45,教育
997,158.7,58.86,男,48,硕士,13,58,教育
998,158.18,60.45,男,40,本科,10,40,服务
999,159.8,68.69,男,39,硕士,13,50,教育
1000,163.29,63.5,男,20,本科,10,40,教育
1001,164.44,65.42,男,50,博士,16,65,教育
1002,164.26,53.27,女,38,高中,9,40,教育
1003,167.29,54.29,女,23,硕士,13,60,教育
1004,162.65,83.56,男,31,高中,9,16,教育
1005,167.93,63.87,男,58,硕士,13,40,教育
1006,149.74,43.06,男,66,高中,9,40,服务
1007,158.63,77.96,男,39,高中,9,40,教育
1008,163.41,77.57,男,54,高中,9,52,教育
1009,154.62,54.64,男,26,本科,10,50,销售
1010,159.82,75.24,女,51,高中,9,40,服务
1011,164.03,76.18,男,34,博士,11,40,服务
1012,165.72,70.98,男,50,高中,9,40,服务
1013,162.4,80.24,男,42,本科,10,44,教育
1014,160.38,73.99,男,38,硕士,14,25,教育
1015,167.2,82.58,男,48,初中及以下,4,40,服务
1016,152.3,69.76,女,33,博士,11,40,服务
1017,168.13,53.15,女,51,高中,9,32,服务
1018,155.75,57.7,男,22,高中,9,40,服务
1019,145.47,48.2,男,19,高中,9,30,服务
1020,149.1,41.42,男,41,本科,10,50,服务
1021,154.44,47.2,男,48,硕士,14,35,教育
1022,164.41,75.53,女,42,高中,9,30,销售
1023,152.73,55.11,男,34,本科,10,40,销售
1024,164.73,62.73,女,23,高中,9,40,服务
1025,158.05,77.93,男,56,高中,9,50,服务
1026,158.21,54.62,男,30,硕士,13,45,教育
1027,149.19,40.25,男,45,高中,9,55,教育
1028,162.48,76.12,女,48,高中,6,40,教育
1029,151.92,44.11,男,48,硕士,14,50,销售
1030,163.19,52.06,女,31,博士,11,40,教育
1031,162.06,64.83,男,20,博士,12,20,教育
